LVs	Heritability	SE	zscore	pval
86	0.999999	0.369447	2.70674548717407	0.00339731630660056
92	0.999999	0.389583	2.56684454917181	0.00513143047567066
75	0.999998	0.271318	3.68570459755711	0.000114035386288625
93	0.991181	0.387613	2.55714075637298	0.0052768251908859
23	0.942655	0.422849	2.22929461817339	0.0128971542501218
32	0.849292	0.308721	2.75100171352127	0.00297066662708334
66	0.699407	0.410499	1.70379708598559	0.0442095012914819
10	0.651636	0.430513	1.51362676620683	0.0650602642618365
88	0.615815	0.324116	1.89998333929828	0.0287176530388231
36	0.612944	0.294296	2.08274662244815	0.0186371626587247
28	0.58533	0.348341	1.68033622226496	0.0464459586354053
96	0.577458	0.424814	1.35931960811084	0.0870226666264686
78	0.57362	0.424531	1.35118519024524	0.088318058714168
24	0.553933	0.329346	1.68191810436441	0.0462923607571977
17	0.540128	0.296029	1.82457799742593	0.0340323681120656
87	0.530113	0.380504	1.39318640539915	0.0817817148192791
14	0.513428	0.394805	1.30045972062157	0.0967217264494553
65	0.470421	0.376771	1.24855946981057	0.105913122127113
53	0.46516	0.38952	1.19418771821729	0.116202273138529
30	0.445585	0.29672	1.50170194122405	0.0665870511713648
72	0.445379	0.316117	1.40890556344645	0.0794315471330994
7	0.415264	0.406975	1.02036734443148	0.153777137590068
3	0.357717	0.297746	1.20141664371646	0.114794811551345
22	0.347922	0.338216	1.02869763701303	0.151810890338624
1	0.286197	0.313204	0.913771854765584	0.180418369208981
26	0.285768	0.296137	0.964985800490989	0.167275961987009
54	0.284021	0.288361	0.984949421038213	0.162324457984968
62	0.27842	0.336354	0.827758849307575	0.203903541857495
90	0.27548	0.286991	0.959890728280678	0.168555106518904
59	0.274786	0.290196	0.94689795862107	0.171845389133102
16	0.268343	0.226535	1.18455426313815	0.118096864808224
25	0.260703	0.223196	1.16804512625674	0.121394281416845
98	0.244989	0.328512	0.745753579777908	0.227908143070463
91	0.239899	0.268954	0.89197037411602	0.186204406021496
43	0.211492	0.229418	0.921863149360556	0.178299981476791
19	0.203184	0.246604	0.823928241228853	0.204990166300289
20	0.200722	0.227368	0.882806727419866	0.188670352531516
77	0.198179	0.26784	0.739915621266428	0.229675597567543
37	0.196837	0.174134	1.13037660652141	0.129158783570106
29	0.1693	0.166152	1.01894650681304	0.154114181492443
56	0.118719	0.181583	0.653800190546472	0.256620271860487
46	0.118149	0.167127	0.706941427776481	0.239801438832546
9	0.115768	0.170739	0.678040752259296	0.248872927377616
40	0.06887	0.112842	0.610322397688804	0.270824131436871
38	0.053042	0.096461	0.549880262489504	0.291200751383841
41	0.033386	0.089288	0.373913627811128	0.354234288578436
12	0.02676	0.067247	0.39793596740375	0.345338693292951
11	0.021424	0.069897	0.306508147703049	0.379608888604653
64	0.011529	0.054904	0.209984700568265	0.416839807006115
13	0.011458	0.057053	0.200830806443132	0.420415436798383
67	0.010527	0.063259	0.166411103558387	0.433916718206178
35	0.008245	0.054184	0.152166691274177	0.43952773225193
49	0.006149	0.04517	0.136130174894842	0.445859186724242
76	0.006149	0.049461	0.124320171448212	0.450530888344882
2	1e-06	0.092727	1.07843454441533e-05	0.499995697668636
4	1e-06	0.1041	9.60614793467819e-06	0.499996167701437
5	1e-06	0.301875	3.31262939958592e-06	0.499998678452073
6	1e-06	0.099912	1.00088077508207e-05	0.499996007063412
8	1e-06	0.130811	7.64461704290924e-06	0.499996950239044
15	1e-06	0.04602	2.17296827466319e-05	0.499991331110813
18	1e-06	0.079089	1.26439833605179e-05	0.499994955780445
21	1e-06	0.044867	2.22880959279649e-05	0.499991108336185
27	1e-06	0.047142	2.12125068940647e-05	0.499991537434127
31	1e-06	0.126503	7.90495087073034e-06	0.499996846380873
33	1e-06	0.060699	1.64747359923557e-05	0.499993427531255
34	1e-06	0.16307	6.13233580670878e-06	0.499997553551969
39	1e-06	0.155511	6.43041328266168e-06	0.499997434636261
42	1e-06	0.065832	1.51901810669583e-05	0.499993939994526
44	1e-06	0.16641	6.00925425154738e-06	0.499997602654405
45	1e-06	0.17354	5.76236026276363e-06	0.499997701150856
47	1e-06	0.110886	9.0182710170806e-06	0.499996402230395
48	1e-06	0.050415	1.98353664583953e-05	0.499992086833673
