LVs	V(G)/Vlvs	SE	zscore	pval	LV_AUC	pwys
34	0.323422	0.177653	1.82052653205969	0.0343394297766639	0.584362139917695	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
38	0.306975	0.150479	2.03998564583763	0.0206758777150818	0.572727272727273	1.REACTOME_DEVELOPMENTAL_BIOLOGY,
57	0.28175	0.16673	1.68985785401547	0.0455275761843109	0	no-related-pathways
93	0.280232	0.183862	1.5241431073305	0.0637364831653875	0.812121212121212	1.REACTOME_DEVELOPMENTAL_BIOLOGY,
64	0.275694	0.164094	1.68009799261399	0.0464691257045184	0.451754385964912	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
58	0.270586	0.167945	1.61115841495728	0.0535725995040301	0.679012345679012	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
40	0.200963	0.155561	1.29185978490753	0.0982028533808408	0	no-related-pathways
11	0.187821	0.147648	1.27208631339402	0.101671226757466	0.608167770419426	1.REACTOME_HIV_INFECTION,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
110	0.174186	0.156661	1.11186574833558	0.133097938739181	0.997455470737914	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,3.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
107	0.163661	0.125297	1.30618450561466	0.0957449103275435	0.519607843137255	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
114	0.162049	0.106596	1.52021651844347	0.0642282835844034	0.640070921985816	1.REACTOME_HIV_INFECTION,2.REACTOME_IMMUNE_SYSTEM,
47	0.16131	0.133151	1.21148170122643	0.112855421805479	0.595394736842105	1.REACTOME_CELL_CYCLE,2.REACTOME_DEVELOPMENTAL_BIOLOGY,
77	0.15898	0.135477	1.17348332189228	0.120301020594403	0.79020979020979	1.REACTOME_HIV_INFECTION,2.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,3.REACTOME_MEMBRANE_TRAFFICKING,
59	0.157038	0.169593	0.925969821867648	0.177230831819876	0.698888888888889	1.REACTOME_SIGNALING_BY_GPCR,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
27	0.153366	0.10963	1.39894189546657	0.0809152039151662	0	no-related-pathways
20	0.152817	0.109222	1.39914119865961	0.0808853226980907	0	no-related-pathways
31	0.151924	0.141152	1.07631489458173	0.140893224771912	0.624183006535948	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,
118	0.151458	0.095358	1.58830931856792	0.0561082056800577	0.530575539568345	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
115	0.148861	0.11442	1.30100506904387	0.0966283598203543	0	no-related-pathways
63	0.147462	0.110432	1.33531947261663	0.0908859040260308	0.667307692307692	1.REACTOME_HIV_INFECTION,2.REACTOME_SIGNALING_BY_GPCR,3.REACTOME_IMMUNE_SYSTEM,
61	0.140564	0.104688	1.34269448265322	0.0896854609917982	0	no-related-pathways
99	0.140293	0.11847	1.18420697222926	0.118165571426324	0.531045751633987	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,2.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
4	0.137148	0.116365	1.17860181326	0.119278384637293	0.764516129032258	1.REACTOME_CELL_CYCLE_MITOTIC,2.REACTOME_MEMBRANE_TRAFFICKING,
84	0.135489	0.117005	1.15797615486518	0.123436883726522	0.419753086419753	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
100	0.1317	0.131316	1.00292424380883	0.157948707107145	0.509433962264151	1.REACTOME_HEMOSTASIS,
43	0.129184	0.118054	1.09427888932184	0.136916340569949	0.58125	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,3.REACTOME_CELL_CYCLE_MITOTIC,
7	0.128906	0.086817	1.4848013637882	0.0687982252745983	0	no-related-pathways
52	0.12779	0.126164	1.01288798706446	0.155556833503152	0	no-related-pathways
103	0.126152	0.117325	1.07523545706371	0.141134662293	0.730538922155689	1.REACTOME_MEMBRANE_TRAFFICKING,
51	0.123812	0.129668	0.954838510657988	0.169829684528341	0.611842105263158	1.REACTOME_MEMBRANE_TRAFFICKING,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
8	0.123806	0.133459	0.927670670393155	0.176789213445097	0.631782945736434	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
41	0.12227	0.132423	0.923329028945123	0.177917882215212	0.661498708010336	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
18	0.12182	0.098333	1.23885165712426	0.107700219711329	0	no-related-pathways
60	0.118424	0.092648	1.27821431655297	0.100586934766243	0	no-related-pathways
54	0.115371	0.09605	1.20115564809995	0.114845415058136	0.32258064516129	1.REACTOME_CELL_CYCLE_MITOTIC,2.REACTOME_MEMBRANE_TRAFFICKING,
108	0.115358	0.151438	0.761750683448012	0.223104409660907	0.254518072289157	1.REACTOME_HIV_INFECTION,
73	0.114094	0.096487	1.18248054142009	0.118507540988409	0.637048192771084	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,
1	0.108506	0.112736	0.962478711325575	0.167904595968375	0	no-related-pathways
49	0.106036	0.156614	0.677053137012017	0.249186120407639	0.424242424242424	1.REACTOME_IMMUNE_SYSTEM,
26	0.098056	0.070512	1.3906285454958	0.0821690477947528	0.576347305389222	1.REACTOME_MEMBRANE_TRAFFICKING,
56	0.089934	0.108606	0.828075796917297	0.203813787694582	0.573353293413174	1.REACTOME_MEMBRANE_TRAFFICKING,
37	0.088915	0.072903	1.21963430860184	0.111301767213146	0.819347319347319	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,
39	0.08829	0.075012	1.1770116781315	0.119595422567564	0.332516339869281	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,
95	0.08815	0.079655	1.10664741698575	0.134223198976748	0.582317073170732	1.REACTOME_CELL_CYCLE,
16	0.088134	0.075355	1.16958396921239	0.121084215823993	0.884146341463415	1.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
55	0.087758	0.083742	1.04795681975592	0.147329250880266	0.873983739837398	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,3.REACTOME_MEMBRANE_TRAFFICKING,
19	0.086683	0.102096	0.849034242281774	0.197931119351516	0.36144578313253	1.REACTOME_HIV_INFECTION,
82	0.080097	0.103023	0.777467167525698	0.218441598944104	0.506493506493506	1.REACTOME_MEMBRANE_TRAFFICKING,2.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
90	0.078544	0.071839	1.09333370453375	0.137123654832346	0.408536585365854	1.REACTOME_CELL_CYCLE,
35	0.074922	0.080936	0.925694375803104	0.177302415761168	0.517489711934156	1.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,
101	0.065847	0.079282	0.830541610958351	0.203116315815458	0	no-related-pathways
75	0.060429	0.087371	0.691636813130215	0.244582718561853	0.403846153846154	1.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.REACTOME_CELL_CYCLE_MITOTIC,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
80	0.059274	0.062534	0.947868359612371	0.171598237161553	0.362275449101796	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,
25	0.057895	0.075046	0.771460171095062	0.22021711077929	0	no-related-pathways
83	0.056	0.07867	0.711834244311682	0.238283712264107	0	no-related-pathways
21	0.052969	0.090771	0.58354540547091	0.279763100051828	0.672661870503597	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
89	0.05262	0.074738	0.704059514570901	0.240697855643528	0.802816901408451	1.REACTOME_HIV_INFECTION,2.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,3.REACTOME_MEMBRANE_TRAFFICKING,
32	0.048634	0.055271	0.879918944835447	0.189451610483519	0	no-related-pathways
79	0.046847	0.05714	0.819863493174659	0.206146965171852	0.663145539906103	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,2.REACTOME_HEMOSTASIS,3.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
6	0.045066	0.066855	0.674085707875252	0.25012841267731	0.481818181818182	1.REACTOME_DEVELOPMENTAL_BIOLOGY,
97	0.0438	0.054835	0.798759916111972	0.212214818573274	0.545893719806763	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
85	0.041941	0.057709	0.726767055398638	0.233684333934433	0	no-related-pathways
15	0.037803	0.079025	0.478367605188232	0.316194293146765	0.786624203821656	1.REACTOME_HIV_INFECTION,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
72	0.03324	0.070454	0.471797201010588	0.318535774482241	0.782299741602067	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_IMMUNE_SYSTEM,3.KEGG_CHEMOKINE_SIGNALING_PATHWAY,
28	0.033095	0.055915	0.591880532951802	0.276965295235449	0	no-related-pathways
81	0.032912	0.063311	0.519846472177031	0.301585292979321	0	no-related-pathways
13	0.032446	0.063672	0.509580349290112	0.305172746860477	0.63961038961039	1.REACTOME_CELL_CYCLE,2.REACTOME_MEMBRANE_TRAFFICKING,
86	0.031566	0.064324	0.490734407064237	0.311807153884182	0.433551198257081	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
62	0.0313	0.067024	0.466996896634042	0.320251049196761	0.664473684210526	1.REACTOME_MEMBRANE_TRAFFICKING,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
24	0.029106	0.062686	0.464314200938008	0.321211325550573	0.634868421052632	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
94	0.028517	0.053185	0.536185014571778	0.295915344602193	0.666666666666667	1.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
3	0.028178	0.063508	0.443692133274548	0.32863259190243	0.522144522144522	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
92	0.025285	0.066358	0.381039211549474	0.351587076395156	0.473922902494331	1.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
76	0.02362	0.05182	0.455808568120417	0.324263821133848	0.605691056910569	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_HEMOSTASIS,3.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,
22	0.022075	0.046738	0.472313748983696	0.318351429033211	0	no-related-pathways
12	0.020878	0.050084	0.416859675744749	0.338390524962559	0.605704697986577	1.REACTOME_CELL_CYCLE,2.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
33	0.019107	0.056894	0.335835061693676	0.36849762438438	0	no-related-pathways
98	0.018994	0.048665	0.390301037706771	0.348156978024976	0.548192771084337	1.REACTOME_HIV_INFECTION,
71	0.016609	0.053943	0.307899078657101	0.379079563442187	0.479020979020979	1.REACTOME_IMMUNE_SYSTEM,
65	0.016583	0.040733	0.407114624505929	0.34196190135816	0.954819277108434	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,
102	0.016502	0.045323	0.364097698740154	0.357892527602032	0.555194805194805	1.REACTOME_CELL_CYCLE,2.KEGG_CHEMOKINE_SIGNALING_PATHWAY,
9	0.012169	0.041308	0.294591846615668	0.384152845686165	0	no-related-pathways
111	0.010892	0.034197	0.318507471415621	0.375050014077781	0	no-related-pathways
69	0.0071	0.04036	0.17591674925669	0.430179673276031	0	no-related-pathways
29	0.006354	0.035146	0.180788709952768	0.428266712618794	0.474242424242424	1.REACTOME_DEVELOPMENTAL_BIOLOGY,
23	0.005467	0.03227	0.16941431670282	0.432735381586311	0.807407407407407	1.REACTOME_IMMUNE_SYSTEM,2.REACTOME_MEMBRANE_TRAFFICKING,
2	1e-06	0.034839	2.87034645081661e-05	0.499988548974415	0.587002096436059	1.REACTOME_HEMOSTASIS,2.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
5	1e-06	0.078228	1.27831466993915e-05	0.499994900262305	0.676258992805755	1.REACTOME_CELL_CYCLE,2.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,3.REACTOME_MEMBRANE_TRAFFICKING,
10	1e-06	0.164468	6.08021013206216e-06	0.499997574347105	0.399671052631579	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
14	1e-06	0.049933	2.00268359601867e-05	0.499992010448393	0	no-related-pathways
17	1e-06	0.053372	1.87364160983287e-05	0.499992525251436	0	no-related-pathways
30	1e-06	0.030539	3.27450145715315e-05	0.499986936629217	0.339506172839506	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
36	1e-06	0.056864	1.75858187957231e-05	0.499992984273347	0.779605263157895	1.REACTOME_MEMBRANE_TRAFFICKING,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
42	1e-06	0.034995	2.85755107872553e-05	0.499988600020564	0	no-related-pathways
44	1e-06	0.09553	1.04679158379567e-05	0.499995823905785	0.613168724279835	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
45	1e-06	0.031711	3.15347986503106e-05	0.499987419435517	0.618965517241379	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,2.REACTOME_MEMBRANE_TRAFFICKING,
46	1e-06	0.045005	2.22197533607377e-05	0.499991135600925	0	no-related-pathways
48	1e-06	0.033052	3.025535519787e-05	0.499987929859605	0.522292993630573	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,2.REACTOME_MEMBRANE_TRAFFICKING,
50	1e-06	0.036091	2.77077387714389e-05	0.499988946211511	0	no-related-pathways
53	1e-06	0.077756	1.28607438654252e-05	0.499994869305515	0.416666666666667	1.REACTOME_MEMBRANE_TRAFFICKING,2.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
66	1e-06	0.087532	1.14243933647123e-05	0.499995442326459	0.584362139917695	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
67	1e-06	0.158132	6.32383072369919e-06	0.49999747715655	0	no-related-pathways
68	1e-06	0.033595	2.97663342759339e-05	0.499988124950727	0.937106918238994	1.REACTOME_CELL_CYCLE,2.REACTOME_HIV_INFECTION,
70	1e-06	0.074744	1.3379000321096e-05	0.499994662551103	0	no-related-pathways
74	1e-06	0.090212	1.10849997783e-05	0.49999557772491	0	no-related-pathways
78	1e-06	0.057834	1.72908669640696e-05	0.499993101942104	0	no-related-pathways
87	1e-06	0.029196	3.425126729689e-05	0.499986335721321	0.278443113772455	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,
88	1e-06	0.048643	2.05579425611085e-05	0.499991798567515	0.182515337423313	1.REACTOME_SIGNALING_BY_GPCR,
91	1e-06	0.048087	2.07956412335974e-05	0.499991703739464	0.519547325102881	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
96	1e-06	0.04653	2.1491510853213e-05	0.499991426127652	0.519083969465649	1.KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
104	1e-06	0.127276	7.85694082152173e-06	0.499996865534112	0.544964028776978	1.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
105	1e-06	0.078056	1.28113149533668e-05	0.499994889024798	0.342424242424242	1.REACTOME_CELL_CYCLE_MITOTIC,
106	1e-06	0.057422	1.7414928076347e-05	0.499993052448881	0.552469135802469	1.REACTOME_DEVELOPMENTAL_BIOLOGY,2.REACTOME_IMMUNE_SYSTEM,
109	1e-06	0.046907	2.13187797130492e-05	0.499991495037407	0.267741935483871	1.REACTOME_CELL_CYCLE_MITOTIC,2.REACTOME_MEMBRANE_TRAFFICKING,
112	1e-06	0.039592	2.52576278035967e-05	0.499989923664368	0.773049645390071	1.REACTOME_SIGNALING_BY_GPCR,2.REACTOME_ADAPTIVE_IMMUNE_SYSTEM,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
113	1e-06	0.074933	1.33452550945511e-05	0.4999946760135	0	no-related-pathways
116	1e-06	0.059208	1.68896095122281e-05	0.499993262020666	0.268518518518519	1.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
117	1e-06	0.133452	7.49333093546743e-06	0.499997010593469	0	no-related-pathways
