factor num_snp_fdr<0.2 num_snp_noMHC pval_in_fitting slope_in_fitting rsq_in_fitting pval_in_resampling
allergy_cd14_lv20 2 2 0.963 -0.021 0.003 0.884
allergy_cd14_lv34 2 2 0.24 0.639 0.865 0.425
allergy_cd14_lv81 2 2 0.976 -0.01 0.001 0.923
baso_cd14_lv46 2 2 0.784 -0.052 0.111 0.654
baso_cd14_lv50 2 2 0.916 0.044 0.017 0.853
baso_cd14_lv82 2 2 0.69 0.137 0.219 0.517
eo_cd14_lv78 2 2 0.895 0.056 0.027 0.756
EUR.CD_cd14_lv58 2 2 0.98 0.054 0.001 0.936
EUR.CD_cd14_lv78 2 2 0.977 -0.086 0.001 0.923
EUR.IBD_cd14_lv78 2 2 0.958 0.146 0.004 0.85
EUR.UC_cd14_lv78 2 2 0.884 0.393 0.033 0.69
gran_cd14_lv18 2 2 0.238 4.119 0.866 0.366
gran_cd14_lv5 2 2 0.221 3.094 0.885 0.365
gran_cd14_lv51 2 2 0.712 -0.095 0.191 0.577
gran_cd14_lv61 2 2 0.165 0.539 0.934 0.04
lymph_cd14_lv37 2 2 0.281 0.201 0.818 0.477
lymph_cd14_lv67 2 2 0.244 0.189 0.86 0.462
lymph_cd14_lv7 2 2 0.282 -0.294 0.816 0.467
mch_cd14_lv59 2 2 0.653 -0.17 0.269 0.565
mch_cd14_lv78 2 2 0.646 -0.175 0.279 0.539
mcv_cd14_lv59 2 2 0.596 -0.208 0.351 0.498
mcv_cd14_lv78 2 2 0.585 -0.213 0.368 0.478
myeloid_wbc_cd14_lv18 2 2 0.265 3.94 0.836 0.396
myeloid_wbc_cd14_lv5 2 2 0.247 2.963 0.856 0.396
myeloid_wbc_cd14_lv51 2 2 0.71 -0.088 0.194 0.564
neut_cd14_lv18 2 2 0.236 4.304 0.869 0.382
neut_cd14_lv5 2 2 0.218 3.232 0.887 0.38
neut_cd14_lv51 2 2 0.717 -0.097 0.186 0.537
neut_cd14_lv61 2 2 0.164 0.553 0.935 0.035
neut_cd14_lv81 2 2 0.054 0.17 0.993 0.11
pdw_cd14_lv10 2 2 0.965 -0.023 0.003 0.914
plt_cd14_lv15 2 2 0.864 -0.288 0.045 0.786
plt_cd14_lv18 2 2 0.857 -1.454 0.05 0.782
plt_cd14_lv5 2 2 0.857 -1.073 0.049 0.782
plt_cd14_lv71 2 2 0.838 -0.169 0.064 0.765
plt_cd14_lv77 2 2 0.152 0.436 0.944 0.257
rbc_cd14_lv59 2 2 0.958 -0.02 0.004 0.887
rdw_cd14_lv72 3 3 0.436 -0.377 0.318 0.322
T1D_cd14_lv49 2 2 0.451 1.483 0.577 0.443
wbc_cd14_lv39 3 3 0.711 0.07 0.083 0.765
