LVs	V(G)/Vlvs	SE	zscore	pval	LV_AUC	pwys
47	0.463132	0.190553	2.43046291582919	0.00753977456638144	0.578564940962761	1.REACTOME_SIGNALING_BY_ERBB4,2.PID_P73PATHWAY,
67	0.290463	0.1943	1.49492022645394	0.0674676314215639	0.517064083457526	1.REACTOME_SIGNALING_BY_GPCR,2.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
119	0.286006	0.176514	1.62030207235687	0.0525837019856514	0.602335164835165	1.KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,2.REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,
110	0.280732	0.183671	1.52845032694328	0.0632003837964561	0	no-related-pathways
115	0.225181	0.163949	1.37348199745043	0.0848012770207338	0.878745965882895	1.REACTOME_PHOSPHOLIPID_METABOLISM,2.KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,3.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,
50	0.215599	0.17699	1.21814226792474	0.111584956979689	0.338865836791148	1.REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,
19	0.211079	0.157671	1.33873064799488	0.0903291875785721	0	no-related-pathways
40	0.188389	0.18024	1.04521193963604	0.14796251320137	0	no-related-pathways
83	0.186955	0.165933	1.12668968800661	0.129936851930252	0.61792071197411	1.REACTOME_HEMOSTASIS,2.PID_VEGFR1_2_PATHWAY,3.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,
88	0.185159	0.145075	1.27629846631053	0.100925016070787	0	no-related-pathways
6	0.183954	0.127586	1.4418039596821	0.0746788427630297	0.624477611940298	1.REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,2.KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,3.KEGG_P53_SIGNALING_PATHWAY,
17	0.17711	0.113304	1.56313987149615	0.0590098496105151	0	no-related-pathways
118	0.17288	0.160857	1.07474340563358	0.141244812348095	0.343454790823212	1.BIOCARTA_HIVNEF_PATHWAY,
78	0.16325	0.117484	1.38955091757175	0.0823326445055795	0.81175836030205	1.KEGG_LYSOSOME,2.REACTOME_DEVELOPMENTAL_BIOLOGY,3.KEGG_WNT_SIGNALING_PATHWAY,
85	0.161965	0.133584	1.21245807881183	0.112668540186995	0.564586357039187	1.REACTOME_HEMOSTASIS,2.PID_FOXOPATHWAY,
105	0.149796	0.10981	1.36413805664329	0.0862620595792635	0.973396998635743	1.REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,2.REACTOME_METABOLISM_OF_CARBOHYDRATES,
59	0.140981	0.155382	0.907318737048049	0.182119134266028	0.35981308411215	1.KEGG_CELL_ADHESION_MOLECULES_CAMS,
